# TSA preview manifest. Compressed headered TSAs (.tsa.bin.lz) parsed WITH their 2-byte header.
# preview	confidence	status	tsa_source	tileset	palette	offset	width	height	note	check	check_issue	dropped_pct
preview/tsa/banim/dragonfx/Tsa_DemonLightBg3_Close_2.png	high	ok	graphics/banim/dragonfx/Tsa_DemonLightBg3_Close_2.map.bin.lz	graphics/banim/dragonfx/Img_EfxDracoZombie.4bpp.lz	graphics/banim/dragonfx/Pal_EfxDracoZombie.gbapal	0	30	20	dragon-zombie creature frame, correct natural palette	correct	Dragon-zombie creature centered in cleared window, natural palette, coherent repeating tile field.	0
preview/tsa/banim/dragonfx/Tsa_DemonLightBg3_Close_3.png	high	ok	graphics/banim/dragonfx/Tsa_DemonLightBg3_Close_3.map.bin.lz	graphics/banim/dragonfx/Img_EfxDracoZombie.4bpp.lz	graphics/banim/dragonfx/Pal_EfxDracoZombie.gbapal	0	30	20	dragon-zombie creature frame, correct natural palette	correct	Dragon-zombie creature frame in cleared center, natural palette, coherent repeating background; no magenta/noise.	0
preview/tsa/banim/dragonfx/Tsa_DemonLightBg3_Close_4.png	high	ok	graphics/banim/dragonfx/Tsa_DemonLightBg3_Close_4.map.bin.lz	graphics/banim/dragonfx/Img_EfxDracoZombie.4bpp.lz	graphics/banim/dragonfx/Pal_EfxDracoZombie.gbapal	0	30	20	dragon-zombie creature frame, correct natural palette	correct		0
preview/tsa/banim/dragonfx/Tsa_DemonLightBg4_Far_0.png	high	ok	graphics/banim/dragonfx/Tsa_DemonLightBg4_Far_0.map.bin.lz	graphics/banim/dragonfx/Tsa_EfxDracoZombieBaseLeft.4bpp.lz	graphics/banim/dragonfx/Pal_EfxDracoZombie.gbapal	0	30	20	green effect bg; Zombie2/3/4 noisy, BaseLeft clean	correct		0
preview/tsa/banim/dragonfx/Tsa_DemonLightBg4_Far_1.png	high	repaired	graphics/banim/dragonfx/Tsa_DemonLightBg4_Far_1.map.bin.lz	graphics/banim/dragonfx/Img_087EB704.4bpp.lz	graphics/banim/dragonfx/Pal_087EE3C0.gbapal	0	30	20	green effect bg; Img noisy, Zombie3 clean	effect_layer_ok		0
preview/tsa/banim/dragonfx/Tsa_DemonLightBg4_Far_2.png	high	repaired	graphics/banim/dragonfx/Tsa_DemonLightBg4_Far_2.map.bin.lz	graphics/banim/dragonfx/Img_087EC054.4bpp.lz	graphics/banim/dragonfx/Pal_087EE3E0.gbapal	0	30	20	green effect bg + small sprites (Zombie3)	effect_layer_ok		0
preview/tsa/banim/dragonfx/Tsa_DemonLightBg4_Far_3.png	high	repaired	graphics/banim/dragonfx/Tsa_DemonLightBg4_Far_3.map.bin.lz	graphics/banim/dragonfx/Img_087EC944.4bpp.lz	graphics/banim/dragonfx/Pal_087EE400.gbapal	0	30	20	green effect bg + small sprites (Zombie3)	effect_layer_ok		0
preview/tsa/banim/dragonfx/Tsa_DemonLightBg4_Far_4.png	high	ok	graphics/banim/dragonfx/Tsa_DemonLightBg4_Far_4.map.bin.lz	graphics/banim/dragonfx/Img_EfxDracoZombie.4bpp.lz	graphics/banim/dragonfx/Pal_EfxDracoZombie.gbapal	0	30	20	foliage/landscape band on green far-bg layer	correct		0
preview/tsa/banim/dragonfx/Tsa_DemonLightBg4_Far_5.png	high	repaired	graphics/banim/dragonfx/Tsa_DemonLightBg4_Far_5.map.bin.lz	graphics/banim/dragonfx/Img_087ED828.4bpp.lz	graphics/banim/dragonfx/Pal_087EE440.gbapal	0	30	20	sparse coherent fragments, far-bg layer	effect_layer_ok		0
preview/tsa/banim/dragonfx/Tsa_DemonLightBg4_Far_6.png	high	repaired	graphics/banim/dragonfx/Tsa_DemonLightBg4_Far_6.map.bin.lz	graphics/banim/dragonfx/Img_087EDDC0.4bpp.lz	graphics/banim/dragonfx/Pal_087EE460.gbapal	0	30	20	sparse coherent fragments, far-bg layer	effect_layer_ok		0
preview/tsa/banim/dragonfx/Tsa_DemonLightBg4_Far_7.png	medium	repaired	graphics/banim/dragonfx/Tsa_DemonLightBg4_Far_7.map.bin.lz	graphics/banim/dragonfx/Img_087ED2B0.4bpp.lz	graphics/banim/dragonfx/Pal_087EE480.gbapal	0	30	20	sparse coherent fragments, far-bg layer	effect_layer_ok		0
preview/tsa/banim/dragonfx/Tsa_DemonLightBg3_Far_0.png	high	ok	graphics/banim/dragonfx/Tsa_DemonLightBg3_Far_0.map.bin.lz	graphics/banim/dragonfx/Img_EfxDracoZombie.4bpp.lz	graphics/banim/dragonfx/Pal_EfxDracoZombie.gbapal	0	30	20	dragon-zombie creature frame, correct natural palette	correct		0
preview/tsa/banim/dragonfx/Tsa_DemonLightBg3_Far_1.png	high	ok	graphics/banim/dragonfx/Tsa_DemonLightBg3_Far_1.map.bin.lz	graphics/banim/dragonfx/Img_EfxDracoZombie.4bpp.lz	graphics/banim/dragonfx/Pal_EfxDracoZombie.gbapal	0	30	20	dragon-zombie creature frame, correct natural palette	correct		0
preview/tsa/banim/dragonfx/Tsa_DemonLightBg3_Far_2.png	high	ok	graphics/banim/dragonfx/Tsa_DemonLightBg3_Far_2.map.bin.lz	graphics/banim/dragonfx/Img_EfxDracoZombie.4bpp.lz	graphics/banim/dragonfx/Pal_EfxDracoZombie.gbapal	0	30	20	dragon-zombie creature frame, correct natural palette	correct		0
preview/tsa/banim/dragonfx/Tsa_DemonLightBg3_Far_3.png	high	repaired	graphics/banim/dragonfx/Tsa_DemonLightBg3_Far_3.map.bin.lz	graphics/banim/dragonfx/Img_087F06D4.4bpp.lz	graphics/banim/dragonfx/Pal_087F1660.gbapal	0	30	20	small effect sprite on clean green field (Far frame); Img_EfxDracoZombie shows full creature, but Zombie2 is the clean intended pairing	effect_layer_ok		0
preview/tsa/banim/dragonfx/Tsa_DemonLightBg3_Far_4.png	high	repaired	graphics/banim/dragonfx/Tsa_DemonLightBg3_Far_4.map.bin.lz	graphics/banim/dragonfx/Img_087F0E98.4bpp.lz	graphics/banim/dragonfx/Pal_087F1680.gbapal	0	30	20	small effect sprite on clean green field (Far frame), correct natural palette	effect_layer_ok		0
preview/tsa/banim/dragonfx/Tsa_DemonLightBg_0.png	medium	ok	graphics/banim/dragonfx/Tsa_DemonLightBg_0.map.bin.lz	graphics/banim/dragonfx/Tsa_EfxDracoZombieBaseRight.4bpp.lz	graphics/banim/dragonfx/Pal_EfxDracoZombie.gbapal	0	30	20	sparse coherent fragment cluster on green	correct		0
preview/tsa/banim/dragonfx/Tsa_DemonLightBg_1.png	high	ok	graphics/banim/dragonfx/Tsa_DemonLightBg_1.map.bin.lz	graphics/banim/dragonfx/Img_EfxDracoZombie.4bpp.lz	graphics/banim/dragonfx/Pal_EfxDracoZombie.gbapal	0	30	20	foliage cluster lower-right, coherent bg	correct		0
preview/tsa/banim/dragonfx/Tsa_DemonLightBg_2.png	high	ok	graphics/banim/dragonfx/Tsa_DemonLightBg_2.map.bin.lz	graphics/banim/dragonfx/Img_EfxDracoZombie.4bpp.lz	graphics/banim/dragonfx/Pal_EfxDracoZombie.gbapal	0	30	20	dragon sprite + wave-pattern bg, coherent	correct		0
preview/tsa/banim/dragonfx/Tsa_87932EC.png	medium	ok	graphics/banim/dragonfx/Tsa_87932EC.map.bin.lz	graphics/banim/dragonfx/Img_EfxDracoZombie.4bpp.lz	graphics/banim/dragonfx/Pal_EfxDracoZombie.gbapal	0	30	20	TSA is all tile-0 (intentional blank/clear frame), renders blank green - valid asset	sparse_ok		0
preview/tsa/banim/dragonfx/Tsa_8793384.png	high	ok	graphics/banim/dragonfx/Tsa_8793384.map.bin.lz	graphics/banim/dragonfx/Img_EfxDracoZombie.4bpp.lz	graphics/banim/dragonfx/Pal_EfxDracoZombie.gbapal	0	30	20	draco-zombie creature sprite, coherent	correct		0
preview/tsa/banim/dragonfx/Tsa_8793494.png	high	ok	graphics/banim/dragonfx/Tsa_8793494.map.bin.lz	graphics/banim/dragonfx/Img_EfxDracoZombie.4bpp.lz	graphics/banim/dragonfx/Pal_EfxDracoZombie.gbapal	0	30	20	dragon body sprite column on green field, coherent	correct		0
preview/tsa/banim/dragonfx/Tsa_87935B0.png	high	ok	graphics/banim/dragonfx/Tsa_87935B0.map.bin.lz	graphics/banim/dragonfx/Img_EfxDracoZombie.4bpp.lz	graphics/banim/dragonfx/Pal_EfxDracoZombie.gbapal	0	30	20	main Img tileset gives dense recognizable dragon body chunk on green field	correct		0
preview/tsa/banim/dragonfx/Tsa_87936C0.png	high	ok	graphics/banim/dragonfx/Tsa_87936C0.map.bin.lz	graphics/banim/dragonfx/Img_EfxDracoZombie.4bpp.lz	graphics/banim/dragonfx/Pal_EfxDracoZombie.gbapal	0	30	20	dragon-zombie body chunk on green field	correct		0
preview/tsa/banim/dragonfx/Tsa_87937D0.png	high	ok	graphics/banim/dragonfx/Tsa_87937D0.map.bin.lz	graphics/banim/dragonfx/Img_EfxDracoZombie.4bpp.lz	graphics/banim/dragonfx/Pal_EfxDracoZombie.gbapal	0	30	20	dragon-zombie body chunk on green field	correct		0
preview/tsa/banim/dragonfx/Tsa_87938EC.png	high	repaired	graphics/banim/dragonfx/Tsa_87938EC.map.bin.lz	graphics/banim/dragonfx/Img_87970DC.4bpp.lz	graphics/banim/dragonfx/Pal_87A4A68.gbapal	0	30	20	green effect field + small dragonfx fragment	effect_layer_ok		0
preview/tsa/banim/dragonfx/Tsa_8799818.png	medium	ok	graphics/banim/dragonfx/Tsa_8799818.map.bin.lz	graphics/banim/dragonfx/Img_EfxDracoZombie.4bpp.lz	graphics/banim/dragonfx/Pal_EfxDracoZombie.gbapal	0	30	20	large dragon creature frame on green; seed pal cleanest vs garish alts	correct		0
preview/tsa/banim/dragonfx/Tsa_8799ABC.png	medium	ok	graphics/banim/dragonfx/Tsa_8799ABC.map.bin.lz	graphics/banim/dragonfx/Img_EfxDracoZombie.4bpp.lz	graphics/banim/dragonfx/Pal_EfxDracoZombie.gbapal	0	30	20	full dragon-zombie creature frame on green field	correct		0
preview/tsa/banim/dragonfx/Tsa_8799D64.png	medium	ok	graphics/banim/dragonfx/Tsa_8799D64.map.bin.lz	graphics/banim/dragonfx/Img_EfxDracoZombie.4bpp.lz	graphics/banim/dragonfx/Pal_EfxDracoZombie.gbapal	0	30	20	dragon-zombie creature frame on green field	correct		0
preview/tsa/banim/dragonfx/Tsa_879A008.png	high	ok	graphics/banim/dragonfx/Tsa_879A008.map.bin.lz	graphics/banim/dragonfx/Img_EfxDracoZombie.4bpp.lz	graphics/banim/dragonfx/Pal_EfxDracoZombie.gbapal	0	30	20	full dragon effect scene + wave bg, coherent	correct		0
preview/tsa/banim/dragonfx/Tsa_879A2A8.png	high	ok	graphics/banim/dragonfx/Tsa_879A2A8.map.bin.lz	graphics/banim/dragonfx/Img_EfxDracoZombie.4bpp.lz	graphics/banim/dragonfx/Pal_EfxDracoZombie.gbapal	0	30	20	DracoZombie dragon sprite parts on green banim field, correct dragon palette	correct		0
preview/tsa/banim/dragonfx/Tsa_879A444.png	high	ok	graphics/banim/dragonfx/Tsa_879A444.map.bin.lz	graphics/banim/dragonfx/Img_EfxDracoZombie.4bpp.lz	graphics/banim/dragonfx/Pal_EfxDracoZombie.gbapal	0	30	20	dragon body sprite on green field, coherent	correct		0
preview/tsa/banim/dragonfx/Tsa_879A6A0.png	high	ok	graphics/banim/dragonfx/Tsa_879A6A0.map.bin.lz	graphics/banim/dragonfx/Img_EfxDracoZombie.4bpp.lz	graphics/banim/dragonfx/Pal_EfxDracoZombie.gbapal	0	30	20	dragon sprite cluster on green field, coherent	correct		0
preview/tsa/banim/dragonfx/Tsa_879A87C.png	high	repaired	graphics/banim/dragonfx/Tsa_879A87C.map.bin.lz	graphics/banim/dragonfx/Img_879C1E4.4bpp.lz	graphics/efxdragon/DemonLightBg_Far_14.gbapal	0	30	20	BaseRight tileset gives clean green+sparse overlay; seed main tileset showed brown checkerboard border noise	effect_layer_ok	Purple/grey striped burst pattern looks garish but contains 0% true #FF00FF magenta; coherent banim BG effect frame.	0
preview/tsa/banim/dragonfx/Tsa_879A9E8.png	high	repaired	graphics/banim/dragonfx/Tsa_879A9E8.map.bin.lz	graphics/banim/dragonfx/Img_879CAB4.4bpp.lz	graphics/efxdragon/DemonLightBg_Far_15.gbapal	0	30	20	overlay frame: clean green field + small sprite; cleaner than main tileset (dotted)	effect_layer_ok		0
preview/tsa/banim/dragonfx/Tsa_879AB10.png	medium	ok	graphics/banim/dragonfx/Tsa_879AB10.map.bin.lz	graphics/banim/dragonfx/Tsa_EfxDracoZombie4.4bpp.lz	graphics/banim/dragonfx/Pal_EfxDracoZombie.gbapal	0	30	20	overlay frame: clean green field + sparse sprite; main tileset gave heavy brown checkerboard	sparse_ok	clean green field with small sparse sprite cluster (some pink/magenta specks within sprite); overlay frame	0
preview/tsa/banim/dragonfx/Tsa_87A18F0.png	medium	ok	graphics/banim/dragonfx/Tsa_87A18F0.map.bin.lz	graphics/banim/dragonfx/Tsa_EfxDracoZombieBaseRight.4bpp.lz	graphics/banim/dragonfx/Pal_EfxDracoZombie.gbapal	0	30	20	clean green field with sparse effect sprite, coherent overlay frame	sparse_ok	clean green field with small sparse effect sprite; coherent overlay frame	0
preview/tsa/banim/dragonfx/Tsa_87A19EC.png	high	ok	graphics/banim/dragonfx/Tsa_87A19EC.map.bin.lz	graphics/banim/dragonfx/Img_EfxDracoZombie.4bpp.lz	graphics/banim/dragonfx/Pal_EfxDracoZombie.gbapal	0	30	20	dragon sprite outline on green field, correct palette, coherent	correct		0
preview/tsa/banim/dragonfx/Tsa_87A1B68.png	high	ok	graphics/banim/dragonfx/Tsa_87A1B68.map.bin.lz	graphics/banim/dragonfx/Img_EfxDracoZombie.4bpp.lz	graphics/banim/dragonfx/Pal_EfxDracoZombie.gbapal	0	30	20	dragon sprite parts on green field, coherent	correct		0
preview/tsa/banim/dragonfx/Tsa_87A1D74.png	high	ok	graphics/banim/dragonfx/Tsa_87A1D74.map.bin.lz	graphics/banim/dragonfx/Img_EfxDracoZombie.4bpp.lz	graphics/banim/dragonfx/Pal_EfxDracoZombie.gbapal	0	30	20	dragon sprite parts on green field, coherent	correct		0
preview/tsa/banim/dragonfx/Tsa_87A1F9C.png	high	ok	graphics/banim/dragonfx/Tsa_87A1F9C.map.bin.lz	graphics/banim/dragonfx/Img_EfxDracoZombie.4bpp.lz	graphics/banim/dragonfx/Pal_EfxDracoZombie.gbapal	0	30	20	dragon sprite parts on green field, coherent	correct		0
preview/tsa/banim/dragonfx/Tsa_87A2134.png	high	ok	graphics/banim/dragonfx/Tsa_87A2134.map.bin.lz	graphics/banim/dragonfx/Img_EfxDracoZombie.4bpp.lz	graphics/banim/dragonfx/Pal_EfxDracoZombie.gbapal	0	30	20	DracoZombie effect frame: dense dragon form on green field, correct dragon palette	correct		0
preview/tsa/banim/dragonfx/Tsa_87A2384.png	high	ok	graphics/banim/dragonfx/Tsa_87A2384.map.bin.lz	graphics/banim/dragonfx/Img_EfxDracoZombie.4bpp.lz	graphics/banim/dragonfx/Pal_EfxDracoZombie.gbapal	0	30	20	DracoZombie effect frame on green field, coherent dragon coloring	correct		0
preview/tsa/banim/dragonfx/Tsa_87A2584.png	high	ok	graphics/banim/dragonfx/Tsa_87A2584.map.bin.lz	graphics/banim/dragonfx/Img_EfxDracoZombie.4bpp.lz	graphics/banim/dragonfx/Pal_EfxDracoZombie.gbapal	0	30	20	DracoZombie effect frame on green field, coherent dragon coloring	correct		0
preview/tsa/banim/dragonfx/Tsa_87A2748.png	high	ok	graphics/banim/dragonfx/Tsa_87A2748.map.bin.lz	graphics/banim/dragonfx/Img_EfxDracoZombie.4bpp.lz	graphics/banim/dragonfx/Pal_EfxDracoZombie.gbapal	0	30	20	DracoZombie effect frame on green field, coherent dragon coloring	correct		0
preview/tsa/banim/dragonfx/Tsa_87A28A8.png	high	ok	graphics/banim/dragonfx/Tsa_87A28A8.map.bin.lz	graphics/banim/dragonfx/Img_EfxDracoZombie.4bpp.lz	graphics/banim/dragonfx/Pal_EfxDracoZombie.gbapal	0	30	20	main Img tileset (not seed) gives dense dragon shape on green field	correct		0
preview/tsa/banim/dragonfx/Tsa_87A29DC.png	high	ok	graphics/banim/dragonfx/Tsa_87A29DC.map.bin.lz	graphics/banim/dragonfx/Img_EfxDracoZombie.4bpp.lz	graphics/banim/dragonfx/Pal_EfxDracoZombie.gbapal	0	30	20	main Img tileset gives coherent dragon fragment on green effect field	correct		0
preview/tsa/banim/dragonfx/Tsa_87A2AE8.png	medium	ok	graphics/banim/dragonfx/Tsa_87A2AE8.map.bin.lz	graphics/banim/dragonfx/Img_EfxDracoZombie.4bpp.lz	graphics/banim/dragonfx/Pal_EfxDracoZombie.gbapal	0	30	20	effect frame, partial dragon body on green field; sparser frame	correct		0
preview/tsa/banim/dragonfx/Tsa_87A2BE4.png	medium	ok	graphics/banim/dragonfx/Tsa_87A2BE4.map.bin.lz	graphics/banim/dragonfx/Img_EfxDracoZombie.4bpp.lz	graphics/banim/dragonfx/Pal_EfxDracoZombie.gbapal	0	30	20	main Img tileset gives diagonal dragon-tail streak on green field	correct		0
preview/tsa/banim/dragonfx/Tsa_87A2CCC.png	medium	ok	graphics/banim/dragonfx/Tsa_87A2CCC.map.bin.lz	graphics/banim/dragonfx/Img_EfxDracoZombie.4bpp.lz	graphics/banim/dragonfx/Pal_EfxDracoZombie.gbapal	0	30	20	effect frame, diagonal dragon fragment on green field	correct		0
preview/tsa/banim/dragonfx/Tsa_87A2DB8.png	medium	ok	graphics/banim/dragonfx/Tsa_87A2DB8.map.bin.lz	graphics/banim/dragonfx/Img_EfxDracoZombie.4bpp.lz	graphics/banim/dragonfx/Pal_EfxDracoZombie.gbapal	0	30	20	effect frame, diagonal dragon fragment on green field	correct		0
preview/tsa/banim/dragonfx/Tsa_87A4A88.png	medium	ok	graphics/banim/dragonfx/Tsa_87A4A88.map.bin.lz	graphics/banim/dragonfx/Img_EfxDracoZombie.4bpp.lz	graphics/banim/dragonfx/Pal_EfxDracoZombie.gbapal	0	30	20	main Img tileset gives small dragon fragment cluster on green field	correct		0
preview/tsa/banim/dragonfx/Tsa_87A4B68.png	high	ok	graphics/banim/dragonfx/Tsa_87A4B68.map.bin.lz	graphics/banim/dragonfx/Tsa_EfxDracoZombie2.4bpp.lz	graphics/banim/dragonfx/Pal_EfxDracoZombie.gbapal	0	30	20	green effect field + small dragonfx sprite	correct		0
preview/tsa/banim/dragonfx/Tsa_87A4C44.png	high	ok	graphics/banim/dragonfx/Tsa_87A4C44.map.bin.lz	graphics/banim/dragonfx/Tsa_EfxDracoZombie2.4bpp.lz	graphics/banim/dragonfx/Pal_EfxDracoZombie.gbapal	0	30	20	green effect field + small dragonfx sprite	correct		0
preview/tsa/banim/dragonfx/Tsa_87A4D2C.png	high	ok	graphics/banim/dragonfx/Tsa_87A4D2C.map.bin.lz	graphics/banim/dragonfx/Tsa_EfxDracoZombie4.4bpp.lz	graphics/banim/dragonfx/Pal_EfxDracoZombie.gbapal	0	30	20	green effect field + dragonfx sprite chunk	correct		0
preview/tsa/banim/dragonfx/Tsa_87A4E0C.png	high	ok	graphics/banim/dragonfx/Tsa_87A4E0C.map.bin.lz	graphics/banim/dragonfx/Tsa_EfxDracoZombieBaseRight.4bpp.lz	graphics/banim/dragonfx/Pal_EfxDracoZombie.gbapal	0	30	20	green effect field + dragonfx sprite	correct		0
preview/tsa/banim/efxbattle/TsaConf_BanimTmA1.png	medium	ok	graphics/banim/efxbattle/TsaConf_BanimTmA1.map.bin	graphics/efxbattle/Img_BanimSnipperFBallistaIntro.4bpp.lz	graphics/banim/efxbattle/Pal_085BA300.gbapal	0	4	19	small ballista-intro sprite on green effect field, 4x19 strip; pal 300 gives clearest sprite colors	correct		0
preview/tsa/banim/efxbattle/TsaConf_BanimTmA2.png	medium	ok	graphics/banim/efxbattle/TsaConf_BanimTmA2.map.bin	graphics/efxbattle/Img_BanimSnipperFBallistaIntro.4bpp.lz	graphics/banim/efxbattle/Pal_085BA300.gbapal	0	4	19	small ballista-intro sprite on green effect field, 4x19 strip; pal 300	correct		0
preview/tsa/banim/efxbattle/TsaConf_BanimTmA3.png	medium	ok	graphics/banim/efxbattle/TsaConf_BanimTmA3.map.bin	graphics/efxbattle/Img_BanimSnipperFBallistaIntro.4bpp.lz	graphics/banim/efxbattle/Pal_085BA300.gbapal	0	4	19	small ballista-intro sprite on green effect field, 4x19 strip; pal 300	correct		0
preview/tsa/banim/efxbattle/TsaConf_BanimTmA4.png	medium	ok	graphics/banim/efxbattle/TsaConf_BanimTmA4.map.bin	graphics/efxbattle/Img_BanimSnipperMBallistaIntro.4bpp.lz	graphics/banim/efxbattle/Pal_085BA300.gbapal	0	4	19	small MBallista-intro sprite on green effect field, 4x19 strip; pal 300	correct		0
preview/tsa/banim/efxhitobj/Tsa1_EfxPierceNormalEffectBG.png	high	ok	graphics/banim/efxhitobj/Tsa1_EfxPierceNormalEffectBG.map.bin.lz	graphics/banim/efxhitobj/Img_EfxPierceNormalEffectBG.4bpp.lz	graphics/banim/efxhitobj/Pal_EfxPierceNormalEffectBG.gbapal	0	30	20	clean blue pierce X effect on green field	correct		0
preview/tsa/banim/efxhitobj/Tsa2_EfxPierceNormalEffectBG.png	high	ok	graphics/banim/efxhitobj/Tsa2_EfxPierceNormalEffectBG.map.bin.lz	graphics/banim/efxhitobj/Img_EfxPierceNormalEffectBG.4bpp.lz	graphics/banim/efxhitobj/Pal_EfxPierceNormalEffectBG.gbapal	0	30	20	clean blue pierce burst effect on green field	correct		0
preview/tsa/banim/efxhitobj/Tsa3_EfxPierceNormalEffectBG.png	high	ok	graphics/banim/efxhitobj/Tsa3_EfxPierceNormalEffectBG.map.bin.lz	graphics/banim/efxhitobj/Img_EfxPierceCriticalEffectBG.4bpp.lz	graphics/banim/efxhitobj/Pal_EfxPierceNormalEffectBG.gbapal	0	30	20	blue pierce effect sprites on green field	correct		0
preview/tsa/banim/efxhitobj/Tsa4_EfxPierceNormalEffectBG.png	high	ok	graphics/banim/efxhitobj/Tsa4_EfxPierceNormalEffectBG.map.bin.lz	graphics/banim/efxhitobj/Img_EfxPierceCriticalEffectBG.4bpp.lz	graphics/banim/efxhitobj/Pal_EfxPierceNormalEffectBG.gbapal	0	30	20	blue pierce effect sprites on green field	correct		0
preview/tsa/banim/efxhitobj/Tsa5_EfxPierceNormalEffectBG.png	high	ok	graphics/banim/efxhitobj/Tsa5_EfxPierceNormalEffectBG.map.bin.lz	graphics/banim/efxhitobj/Img_EfxPierceCriticalEffectBG.4bpp.lz	graphics/banim/efxhitobj/Pal_EfxPierceNormalEffectBG.gbapal	0	30	20	blue pierce effect sprites on green field	correct		0
preview/tsa/banim/efxhitobj/Tsa6_EfxPierceNormalEffectBG.png	high	ok	graphics/banim/efxhitobj/Tsa6_EfxPierceNormalEffectBG.map.bin.lz	graphics/banim/efxhitobj/Img_EfxPierceCriticalEffectBG.4bpp.lz	graphics/banim/efxhitobj/Pal_EfxPierceNormalEffectBG.gbapal	0	30	20	green effect field with blue pierce sprites	correct		0
preview/tsa/banim/efxhitobj/Tsa7_EfxPierceNormalEffectBG.png	high	ok	graphics/banim/efxhitobj/Tsa7_EfxPierceNormalEffectBG.map.bin.lz	graphics/banim/efxhitobj/Img_EfxPierceCriticalEffectBG.4bpp.lz	graphics/banim/efxhitobj/Pal_EfxPierceNormalEffectBG.gbapal	0	30	20	green effect field with blue pierce sprites	correct		0
preview/tsa/banim/efxhitobj/Tsa8_EfxPierceNormalEffectBG.png	high	ok	graphics/banim/efxhitobj/Tsa8_EfxPierceNormalEffectBG.map.bin.lz	graphics/banim/efxhitobj/Img_EfxPierceCriticalEffectBG.4bpp.lz	graphics/banim/efxhitobj/Pal_EfxPierceNormalEffectBG.gbapal	0	30	20	green effect field with blue pierce sprites	correct		0
